分类,原始query,正则query,模版,语义相似性,编辑距离,编辑距离相似性,weighted_sim
版本更新,新年公告,新年公告,"('新公告', 2)",0.9174453,1,0.75,0.867211711
版本更新,一月十四号更新公告,一月十四号更新公告,"('更新公告', 2)",0.93883115,5,0.444444444,0.790515139
版本更新,影的英雄调整,影英雄调整,"('英雄更新', 2)",0.84626305,3,0.4,0.712384136
版本更新,英雄管理,英雄管理,"('英雄更新', 2)",0.8490342,2,0.5,0.744323933
版本更新,蓝近期有没有更新了是吗,蓝近期有没有更新是,"('近期更新', 2)",0.8865747,5,0.444444444,0.753935613
版本更新,我的英雄被删了,我英雄被删,"('新英雄更新', 2)",0.8397928,3,0.4,0.707854952
版本更新,在哪更新？,在更新？,"('这次更新', 2)",0.94401544,3,0.25,0.73581081
版本更新,英雄交换,英雄交换,"('英雄更新', 2)",0.8355999,2,0.5,0.73491993
版本更新,下次皮肤上更新,下次皮肤上更新,"('这次更新', 2)",0.87888455,4,0.428571429,0.743790616
版本更新,怎么样，更新到最新版本,怎么样，更新到最新版本,"('最新版本更新', 2)",0.9238411,9,0.181818182,0.701234238
版本更新,好久更新呢？,好久更新？,"('查下更新', 2)",0.9043838,3,0.4,0.753068645
版本更新,新英雄要钱吗,新英雄要钱,"('新英雄更新', 2)",0.8746346,2,0.6,0.792244236
版本更新,新英雄 新赛,新英雄新赛,"('新英雄更新', 2)",0.9114641,2,0.6,0.818024867
版本更新,更新星星是,更新星星是,"('更新', 2)",0.8674686,3,0.4,0.727228017
版本更新,新英雄可以免费玩吗,新英雄可以免费玩,"('新英雄更新', 2)",0.8948671,5,0.375,0.738906986
版本更新,赛季更新了？,赛季更新？,"('最新更新', 2)",0.85922486,3,0.4,0.721457399
版本更新,要好久更新啊？,要好久更新？,"('查下更新', 2)",0.8971752,4,0.333333333,0.728022635
版本更新,呃，新版本更新,，新版本更新,"('这次版本更新', 2)",0.9788319,2,0.666666667,0.885182321
版本更新,新英雄多久出来,新英雄多久出来,"('新英雄更新', 2)",0.8813947,4,0.428571429,0.745547708
版本更新,英雄登场入口,英雄登场入口,"('英雄更新', 2)",0.8596244,4,0.333333333,0.70173707
版本更新,下一个新英雄会是谁,下一个新英雄会是谁,"('新英雄更新', 2)",0.88100344,6,0.333333333,0.716702408
版本更新,有新英雄模式吗,有新英雄模式,"('新英雄更新', 2)",0.9326844,3,0.5,0.802879095
版本更新,1月11日版本更新内容,月11日版本更新内容,"('最新版本更新', 2)",0.8942509,6,0.4,0.745975651
版本更新,4月25日版本调整,月25日版本调整,"('版本更新', 2)",0.89691406,6,0.25,0.702839845
版本更新,新英雄什么出来？,新英雄什么出来？,"('新英雄更新', 2)",0.919865,5,0.375,0.756405509
版本更新,进行更新,进行更新,"('更新', 2)",0.96447325,2,0.5,0.825131273
版本更新,最近的上星,最近上星,"('最近更新', 2)",0.8929155,2,0.5,0.775040841
版本更新,还有多少更新完？,还有多少更新完？,"('查一下更新', 2)",0.89382124,6,0.25,0.700674868
版本更新,十七号更新内容,十七号更新内容,"('更新', 2)",0.88975304,5,0.285714286,0.708541416
版本更新,新赛季各个英雄调整,新赛季各个英雄调整,"('最新英雄更新', 2)",0.92175597,7,0.222222222,0.711895845
版本更新,最近什么加强了？,最近什么加强？,"('最近更新', 2)",0.8815892,5,0.285714286,0.702826708
版本更新,下次更新有什么？,下次更新有什么？,"('这次更新', 2)",0.8639276,5,0.375,0.717249322
版本更新,新英雄的图片,新英雄图片,"('英雄更新', 2)",0.86788046,3,0.4,0.727516325
版本更新,都有哪些英雄有新皮肤,都有哪些英雄有新皮肤,"('最新英雄更新', 2)",0.91452825,7,0.3,0.730169775
版本更新,这个赛季得到的新英雄是哪位,这个赛季得到新英雄是哪位,"('最新英雄更新', 2)",0.8972894,9,0.25,0.703102577
版本更新,最新版本改动,最新版本改动,"('最新版本更新', 2)",0.97585785,2,0.666666667,0.883100498
版本更新,版本不一样 怎么回事,版本怎么回事,"('版本更新', 2)",0.8717991,4,0.333333333,0.710259378
版本更新,最近添加,最近添加,"('最近更新', 2)",0.90405,2,0.5,0.782834995
版本更新,近期需要更新吗,近期需要更新,"('这次更新', 2)",0.96569794,4,0.333333333,0.775988561
版本更新,最近更新中哪几位英雄调整了,最近更新中几位英雄调整,"('最新英雄更新', 2)",0.94465375,7,0.363636364,0.770348534
版本更新,游戏哪天更新,游戏天更新,"('英雄更新', 2)",0.86890733,3,0.4,0.728235133
版本更新,最近的新英雄，有谁,最近新英雄，有谁,"('最新英雄更新', 2)",0.94489914,4,0.5,0.811429399
版本更新,12.1更新,12.1更新,"('这次更新', 2)",0.8999928,4,0.333333333,0.729994977
版本更新,近期更新的英雄,近期更新英雄,"('最新英雄更新', 2)",0.98225826,5,0.166666667,0.737580782
版本更新,版本在哪里看更新,版本在哪里看更新,"('版本更新', 2)",0.8847524,4,0.5,0.769326675
版本更新,下个英雄是啥,下个英雄是啥,"('最新英雄更新', 2)",0.8679202,4,0.333333333,0.707544154
版本更新,最近那天的,最近那天,"('最近更新', 2)",0.80494934,2,0.5,0.71346454
版本更新,新赛季也不更新,新赛季更新,"('新更新', 2)",0.905521,2,0.6,0.813864683
版本更新,然后更新。,然后更新,"('让我更新', 2)",0.94438916,2,0.5,0.811072415
版本更新,新赛季什么英雄改动了,新赛季什么英雄改动,"('最新英雄更新', 2)",0.9108104,7,0.222222222,0.704233954
版本更新,新版本熟练系统,新版本熟练系统,"('版本更新', 2)",0.9134877,5,0.285714286,0.725155657
版本更新,耀的，最近调整。,耀，最近调整,"('最近更新', 2)",0.8804162,4,0.333333333,0.71629135
版本更新,此次更新了,此次更新,"('此次更新', 2)",1.0000001,0,1,1.000000083
版本更新,最近被举报的,最近被举报,"('最近更新', 2)",0.8450366,3,0.4,0.711525638
版本更新,查询一下客服更新记录,查询一下客服更新记录,"('查一下更新', 2)",0.8664828,5,0.5,0.756537956
版本更新,内容a更新更快,内容a更新更快,"('新更新', 2)",0.8984723,5,0.285714286,0.714644902
版本更新,英雄榜什么时间更新,英雄榜什么时间更新,"('英雄更新', 2)",0.838689,5,0.444444444,0.720415654
版本更新,下次更新皮肤碎片,下次更新皮肤碎片,"('此次更新', 2)",0.8592708,5,0.375,0.713989568
版本更新,限免英雄,限免英雄,"('最新英雄更新', 2)",0.8605502,4,0.333333333,0.702385157
版本更新,五三零更新了啥,五三零更新啥,"('近期更新', 2)",0.8571655,4,0.333333333,0.700015861
版本更新,这边更新吗,这边更新,"('这次更新', 2)",0.96616375,1,0.75,0.901314628
版本更新,赛季新英雄什么时候出,赛季新英雄什么时候出,"('最新英雄更新', 2)",0.87148833,7,0.3,0.700041833
版本更新,新的更新，更新了什么,新更新，更新什么,"('新更新', 2)",0.93298256,5,0.375,0.765587795
版本更新,版本新能解释,版本新能解释,"('版本更新', 2)",0.88658136,4,0.333333333,0.720606953
版本更新,怎么全更新,怎么全更新,"('更新', 2)",0.88008505,3,0.4,0.736059536
版本更新,版本不一致，更新版本,版本一致，更新版本,"('版本更新', 2)",0.8897676,5,0.444444444,0.756170644
版本更新,费劲更新,费劲更新,"('更新', 2)",0.87192434,2,0.5,0.760347039
版本更新,赛季新出的英雄会是什么,赛季新出英雄会是什么,"('最新英雄更新', 2)",0.90053654,7,0.3,0.720375576
版本更新,皮肤商城更新公告,皮肤商城更新公告,"('更新公告', 2)",0.9090057,4,0.5,0.786303991
版本更新,什么英雄可选,什么英雄可选,"('最新英雄更新', 2)",0.8633542,4,0.333333333,0.704347944
版本更新,新赛季英雄系列,新赛季英雄系列,"('最新英雄更新', 2)",0.9285106,5,0.285714286,0.73567171
版本更新,想要能,想要能,"('想要更新', 2)",0.8086311,2,0.5,0.716041785
版本更新,赛季更新级,赛季更新级,"('版本更新', 2)",0.8783258,3,0.4,0.734828074
版本更新,最终的新英雄好久上线,最终新英雄好久上线,"('最新英雄更新', 2)",0.8104879,5,0.444444444,0.700674882
版本更新,和英雄的调整,和英雄调整,"('英雄更新', 2)",0.864387,3,0.4,0.725070883
版本更新,下一个版本更新内容,下一个版本更新内容,"('最新版本更新', 2)",0.90883076,5,0.444444444,0.769514867
版本更新,查一下英雄改动,查一下英雄改动,"('最新英雄更新', 2)",0.90520567,5,0.285714286,0.719358253
版本更新,新出的英雄叫啥名字,新出英雄叫啥名字,"('最新英雄更新', 2)",0.92308235,6,0.25,0.721157646
版本更新,哪阵才更新,哪阵才更新,"('近期更新', 2)",0.85265994,3,0.4,0.716861959
版本更新,英雄补充,英雄补充,"('英雄更新', 2)",0.877998,2,0.5,0.764598596
版本更新,哪些英雄重做了,哪些英雄重做,"('最新英雄更新', 2)",0.86856264,4,0.333333333,0.707993847
版本更新,还有新英雄呢,还有新英雄,"('最新英雄更新', 2)",0.9178784,4,0.333333333,0.742514873
版本更新,呃，最近那个新英雄太超标了,，最近那个新英雄太超标,"('最新英雄更新', 2)",0.86137736,7,0.363636364,0.71205506
版本更新,s32赛季更新公告,s32赛季更新公告,"('更新公告', 2)",0.87530863,5,0.444444444,0.746049376
版本更新,目前我是最新版本吗,目前我是最新版本,"('最新版本更新', 2)",0.9045391,6,0.25,0.708177376
版本更新,下一次皮肤上面更新,下一次皮肤上面更新,"('这次更新', 2)",0.8800421,6,0.333333333,0.716029453
版本更新,让我更新为最新版,让我更新为最新版,"('想要更新', 2)",0.9107467,6,0.25,0.712522686
版本更新,最近英雄有没有出新皮肤？,最近英雄有没有出新皮肤？,"('最近英雄更新', 2)",0.91517437,7,0.416666667,0.765622056
版本更新,界面更新,界面更新,"('版本更新', 2)",0.9457336,2,0.5,0.812013525
版本更新,4月13更新公告,月13更新公告,"('更新公告', 2)",0.9359076,3,0.571428571,0.826563893
版本更新,最近哪个英雄升级了,最近哪个英雄升级,"('最近英雄更新', 2)",0.9563713,4,0.5,0.819459915
版本更新,最近有新角色上线吗,最近有新角色上线,"('最近更新', 2)",0.89946723,5,0.375,0.742127061
版本更新,上期更新,上期更新,"('近期更新', 2)",0.95608157,1,0.75,0.894257098
版本更新,我想更新版本在哪里更新,我想更新版本在哪里更新,"('我要最新版本更新', 2)",0.9121052,5,0.545454545,0.802110006
版本更新,这两天要更新？,这两天要更新？,"('这次更新', 2)",0.9316864,4,0.428571429,0.78075191
版本更新,更新赛季结束,更新赛季结束,"('更新公告', 2)",0.86420125,4,0.333333333,0.704940873
版本更新,我说的是更新游戏,我说是更新游戏,"('我要更新', 2)",0.9005993,4,0.428571429,0.758990939
版本更新,游戏公告。,游戏公告,"('更新公告', 2)",0.8997963,2,0.5,0.779857415
版本更新,版本不一致这么更新,版本一致这么更新,"('版本更新', 2)",0.88974017,4,0.5,0.772818118
版本更新,又更新了。,又更新,"('这次更新', 2)",0.9634862,2,0.5,0.824440336
版本更新,体验服最新版更新,体验服最新版更新,"('版本更新', 2)",0.8943556,6,0.25,0.701048917
版本更新,最近IP,最近ip,"('最近更新', 2)",0.78879344,2,0.5,0.702155411
版本更新,帮我更新资源,帮我更新资源,"('让我新更新', 2)",0.9164907,4,0.333333333,0.741543472
版本更新,最近可以用哪些英雄的皮肤呀,最近可以用哪些英雄皮肤,"('最近英雄更新', 2)",0.89753824,7,0.363636364,0.73736768
版本更新,你这是老版本新版本呢,你这是老版本新版本,"('这次版本更新', 2)",0.9122848,6,0.333333333,0.738599354
版本更新,在哪提升英雄练度,在提升英雄练度,"('这次英雄更新', 2)",0.8884672,5,0.285714286,0.707641321
版本更新,查看是否更新到最新版,查看是否更新到最新版,"('查一下更新', 2)",0.89485973,7,0.3,0.716401812
版本更新,新版调整的英雄有哪些？,新版调整英雄有哪些？,"('最新英雄更新', 2)",0.92040664,8,0.2,0.704284648
版本更新,版本视频回顾,版本视频回顾,"('版本更新', 2)",0.89307034,4,0.333333333,0.725149238
版本更新,下裁更新包,下裁更新包,"('版本更新', 2)",0.87326294,3,0.4,0.731284059
版本更新,更新今天更新吗,更新今天更新,"('更新', 2)",0.9131801,4,0.333333333,0.739226079
版本更新,十一月三十号维护的公告,十一月三十号维护公告,"('更新公告', 2)",0.92173004,8,0.2,0.705211029
版本更新,新版本t0,新版本t0,"('版本更新', 2)",0.87808627,3,0.4,0.734660388
版本更新,飞的英雄改动,飞英雄改动,"('英雄更新', 2)",0.8417157,3,0.4,0.709200985
版本更新,怎么没更新？,怎么没更新？,"('更新', 2)",0.91068995,4,0.333333333,0.737482965
版本更新,近期整强,近期整强,"('近期更新', 2)",0.8611461,2,0.5,0.752802265
版本更新,更新公告戈雅,更新公告戈雅,"('更新公告', 2)",0.9093606,2,0.666666667,0.836552411
版本更新,语音更新公告,语音更新公告,"('更新公告', 2)",0.93105966,2,0.666666667,0.851741761
版本更新,新赛季哪天更新啊,新赛季天更新,"('英雄更新', 2)",0.8721925,4,0.333333333,0.710534751
版本更新,八月十七日的公告,八月十七日公告,"('这次公告', 2)",0.9050433,5,0.285714286,0.719244598
版本更新,下个赛季新上线的英雄是什么,下个赛季新上线英雄是什么,"('最新英雄更新', 2)",0.894212,9,0.25,0.700948405
版本更新,最新更新变动,最新更新变动,"('最新更新', 2)",0.9628905,2,0.666666667,0.874023354
版本更新,有新英雄了吗，新英雄是谁,有新英雄，新英雄是谁,"('最新英雄更新', 2)",0.90802956,6,0.4,0.755620689
版本更新,这个英雄还没出来,这个英雄还没出来,"('这次英雄更新', 2)",0.8701978,5,0.375,0.721638441
版本更新,新专区,新专区,"('新更新', 2)",0.8838381,2,0.333333333,0.718686682
版本更新,搞快点更新,搞快点更新,"('我要更新', 2)",0.92290413,3,0.4,0.766032894
版本更新,新版本哪些英雄增强呢,新版本哪些英雄增强,"('最新英雄更新', 2)",0.92403424,7,0.222222222,0.713490633
版本更新,我的王者峡谷更新了吗,我王者峡谷更新,"('这次英雄更新', 2)",0.88192314,5,0.285714286,0.703060483
版本更新,概率公告,概率公告,"('这次公告', 2)",0.8708369,2,0.5,0.75958584
版本更新,咋还不更新,咋还更新,"('更新', 2)",0.89094293,2,0.5,0.773660052
版本更新,现没英雄,现没英雄,"('这次英雄更新', 2)",0.8683485,4,0.333333333,0.707843935
版本更新,这赛季新英雄踢的人是谁,这赛季新英雄踢人是谁,"('最新英雄更新', 2)",0.87382084,7,0.3,0.701674589
版本更新,最新的英雄,最新英雄,"('最新英雄更新', 2)",0.9577238,2,0.666666667,0.870406657
版本更新,下赛季更新公告,下赛季更新公告,"('更新公告', 2)",0.9276193,3,0.571428571,0.820762066
版本更新,几更新,几更新,"('查一下更新', 2)",0.91383207,3,0.4,0.759682448
版本更新,你直接给我更新版本,你直接我更新版本,"('新版本更新', 2)",0.90503645,6,0.25,0.708525515
版本更新,即将出的新英雄叫什么名字,即将出新英雄叫什么名字,"('最新英雄更新', 2)",0.9183594,8,0.272727273,0.724669761
版本更新,最坑的英雄,最坑英雄,"('最新英雄更新', 2)",0.816008,3,0.5,0.72120558
版本更新,哪些英雄更改了,哪些英雄更改,"('最新英雄更新', 2)",0.8866689,3,0.5,0.770668244
版本更新,最近版本什么英雄最强,最近版本什么英雄最强,"('最新英雄更新', 2)",0.89916533,7,0.3,0.719415733
版本更新,新英雄，谁亚，连吗,新英雄，谁亚，,"('最新英雄更新', 2)",0.87854904,5,0.285714286,0.700698613
版本更新,马可最近更新什么了,马可最近更新什么,"('最近更新', 2)",0.8810047,4,0.5,0.766703284
版本更新,新英雄少司,新英雄少司,"('英雄更新', 2)",0.840514,3,0.4,0.708359803
版本更新,王者最近的更新,王者最近更新,"('最新英雄更新', 2)",0.9121445,4,0.333333333,0.738501137
版本更新,所有英雄皮肤动态,所有英雄皮肤动态,"('最新英雄更新', 2)",0.90105927,6,0.25,0.705741489
版本更新,3月30日更新调整,月30日更新调整,"('更新公告', 2)",0.89616257,6,0.25,0.702313799
版本更新,英雄熟练度更高,英雄熟练度更高,"('英雄更新', 2)",0.87020123,4,0.428571429,0.73771229
版本更新,三十二赛季更新公告,三十二赛季更新公告,"('更新公告', 2)",0.91064155,5,0.444444444,0.770782419
版本更新,今天可以更新,今天可以更新,"('这次更新', 2)",0.9078889,4,0.333333333,0.735522223
版本更新,2月16日更新汇总,月16日更新汇总,"('近期更新', 2)",0.90069187,6,0.25,0.705484307
版本更新,新英雄呢？？,新英雄？？,"('这次英雄更新', 2)",0.91122025,4,0.333333333,0.737854177
版本更新,我要补分呀,我要补分,"('我要更新', 2)",0.81105185,2,0.5,0.717736292
版本更新,有新英雄吗,有新英雄,"('这次英雄更新', 2)",0.93833524,4,0.333333333,0.756834668
版本更新,最新规则,最新规则,"('最新更新', 2)",0.8393583,2,0.5,0.737550831
版本更新,下次英雄碎片商城会更新什么？,下次英雄碎片商城会更新什么？,"('这次英雄更新', 2)",0.8628588,9,0.357142857,0.711143998
版本更新,10月5日更新,10月日更新,"('近期更新', 2)",0.8992612,4,0.333333333,0.729482824
版本更新,有新出来的英雄的皮肤吗,有新出来英雄皮肤,"('最新英雄更新', 2)",0.91135633,5,0.375,0.750449431
版本更新,王者要出的新英雄是谁,王者要出新英雄是谁,"('最新英雄更新', 2)",0.87501425,6,0.333333333,0.712509972
版本更新,本次加强英雄,本次加强英雄,"('这次英雄更新', 2)",0.94824386,5,0.166666667,0.7137707
版本更新,新英雄何时出？,新英雄何时出？,"('最新英雄更新', 2)",0.8926139,5,0.285714286,0.710544007
版本更新,拥有英雄的活动,拥有英雄活动,"('这次英雄更新', 2)",0.864673,4,0.333333333,0.705271113
版本更新,不想要英雄海报,想要英雄海报,"('英雄公告', 2)",0.8589961,4,0.333333333,0.701297265
版本更新,定期英雄调整,定期英雄调整,"('这次英雄更新', 2)",0.8758901,4,0.333333333,0.713123053
版本更新,近期修复,近期修复,"('近期更新', 2)",0.9145076,2,0.5,0.790155339
版本更新,英雄耀调整,英雄耀调整,"('英雄更新', 2)",0.8459977,3,0.4,0.712198384
版本更新,我要更新荣浩,我要更新荣浩,"('我要更新', 2)",0.87522197,2,0.666666667,0.812655377
版本更新,最近做的,最近做,"('最近更新', 2)",0.86717135,2,0.5,0.757019943
版本更新,近期优化,近期优化,"('近期更新', 2)",0.8840045,2,0.5,0.768803132
版本更新,本赛季更新的英雄,本赛季更新英雄,"('最新英雄更新', 2)",0.960711,6,0.142857143,0.715354845
版本更新,我现在是最新的更新版本吗,我现在是最新更新版本,"('最新版本更新', 2)",0.9345212,8,0.2,0.714164839
版本更新,S33新赛季更新了,s33新赛季更新,"('最新英雄更新', 2)",0.84435046,5,0.375,0.70354532
版本更新,上线的新英雄是谁,上线新英雄是谁,"('最新英雄更新', 2)",0.8864329,4,0.428571429,0.749074449
版本更新,离线更新,离线更新,"('更新', 2)",0.885624,2,0.5,0.769936794
版本更新,有哪些英雄，刚刚改动,有哪些英雄，刚刚改动,"('最新英雄更新', 2)",0.93193483,8,0.2,0.712354383
版本更新,小队公告,小队公告,"('公告', 2)",0.88417965,2,0.5,0.768925756
版本更新,新英雄源流,新英雄源流,"('英雄更新', 2)",0.87020195,3,0.4,0.729141362
版本更新,下系统在哪更新,下系统在更新,"('这次更新', 2)",0.8774557,4,0.333333333,0.714218998
版本更新,新英雄的CG,新英雄cg,"('英雄更新', 2)",0.8673216,3,0.4,0.727125127
版本更新,我最新的英雄,我最新英雄,"('最新英雄更新', 2)",0.9537934,3,0.5,0.817655385
版本更新,新英雄攻略,新英雄攻略,"('最新英雄更新', 2)",0.8766515,3,0.5,0.763656068
版本更新,版本更新啥时候,版本更新啥时候,"('版本更新', 2)",0.8738738,3,0.571428571,0.783140211
版本更新,延迟公告,延迟公告,"('最近公告', 2)",0.9121037,2,0.5,0.788472599
版本更新,最新更新的熟练度,最新更新熟练度,"('最新版本更新', 2)",0.88843155,5,0.285714286,0.70761637
版本更新,下赛季周期更新,下赛季周期更新,"('近期更新', 2)",0.8433116,4,0.428571429,0.718889554
版本更新,全服不停机更新,全服停机更新,"('更新', 2)",0.85844374,4,0.333333333,0.700910616
版本更新,我最新获得了哪些英雄,我最新获得哪些英雄,"('最新英雄更新', 2)",0.915778,7,0.222222222,0.707711254
版本更新,游戏是否更新了?,游戏是否更新,"('查一下更新', 2)",0.87693983,4,0.333333333,0.713857883
版本更新,自动更新,自动更新,"('更新', 2)",0.9194468,2,0.5,0.793612778
版本更新,英雄皮肤动态更新,英雄皮肤动态更新,"('最新英雄更新', 2)",0.92416805,6,0.25,0.721917635
版本更新,这次更新有哪些英雄有改动,这次更新有哪些英雄有改动,"('最新英雄更新', 2)",0.9395859,9,0.25,0.732710147
版本更新,会有新的英雄出现吗？,会有新英雄出现？,"('这次英雄更新', 2)",0.9213632,6,0.25,0.719954222
版本更新,我要上传,我要上传,"('我要更新', 2)",0.79658425,2,0.5,0.707608974
版本更新,这次小王给哪些英雄有了福力,这次小王哪些英雄有福力,"('这次英雄更新', 2)",0.86575735,7,0.363636364,0.715121051
版本更新,三月三号最新更新公告,三月三号最新更新公告,"('新公告', 2)",0.87375975,7,0.3,0.701631823
版本更新,最近有什么更新,最近有什么更新,"('最近更新', 2)",0.9342927,3,0.571428571,0.825433443
版本更新,什么时候版本更新,什么时候版本更新,"('版本更新', 2)",0.8603133,4,0.5,0.752219307
版本更新,留意最新的英雄,留意最新英雄,"('最新英雄更新', 2)",0.93097955,4,0.333333333,0.751685685
版本更新,新赛季改动的英雄，有哪些,新赛季改动英雄，有哪些,"('最新英雄更新', 2)",0.9228656,9,0.181818182,0.700551395
版本更新,这次来我的局,这次我局,"('这次更新', 2)",0.84442717,2,0.5,0.741099018
版本更新,当前版本加强了的英雄，有谁,当前版本加强英雄，有谁,"('最新英雄更新', 2)",0.92293036,9,0.181818182,0.700596706
版本更新,近期还没,近期还没,"('近期公告', 2)",0.88445544,2,0.5,0.76911881
版本更新,蒙恬英雄更新,蒙恬英雄更新,"('最新英雄更新', 2)",0.8986091,2,0.666666667,0.829026371
版本更新,者荣耀四月更新吗,者荣耀四月更新,"('这次英雄更新', 2)",0.8844348,5,0.285714286,0.704818659
版本更新,什么英雄加强啦,什么英雄加强,"('这次英雄更新', 2)",0.87167203,4,0.333333333,0.710170424
版本更新,新动作。,新动作,"('最新更新', 2)",0.90566725,3,0.25,0.708967072
版本更新,上一次碎片更新是什么,上一次碎片更新是什么,"('查一下这次更新', 2)",0.884123,7,0.3,0.708886119
版本更新,嗯，5月20号更新公告,嗯，月20号更新公告,"('更新公告', 2)",0.92585194,6,0.4,0.768096359
版本更新,下一次更新商店,下一次更新商店,"('本次更新', 2)",0.87140584,4,0.428571429,0.738555517
版本更新,更新版本射手,更新版本射手,"('版本更新', 2)",0.8815276,4,0.333333333,0.717069322
版本更新,更新了，还是不一样,更新，还是,"('更新', 2)",0.93911135,3,0.4,0.777377946
版本更新,近期英雄九九,近期英雄九九,"('这次英雄更新', 2)",0.86837584,4,0.333333333,0.707863086
版本更新,最新英雄调整。,最新英雄调整,"('最新英雄更新', 2)",0.9603292,2,0.666666667,0.872230422
版本更新,从哪里查看公告,从哪里查看公告,"('查看公告', 2)",0.87924194,3,0.571428571,0.786897932
版本更新,如何看更新情况,如何看更新情况,"('查一下更新', 2)",0.8924303,5,0.285714286,0.7104155
版本更新,最近哪些英雄被改了,最近哪些英雄被改,"('最新英雄更新', 2)",0.917374,5,0.375,0.75466181
版本更新,更新版本王者荣耀,更新版本王者荣耀,"('版本更新', 2)",0.9126082,6,0.25,0.713825744
版本更新,最近英雄阵有哪些,最近英雄阵有哪些,"('最新英雄更新', 2)",0.8584305,5,0.375,0.713401353
版本更新,看一下最新更最新更新内容,看一下最新更最新更新内容,"('查看更新', 2)",0.95030993,10,0.166666667,0.715216953
版本更新,英雄升标,英雄升标,"('英雄更新', 2)",0.8578447,2,0.5,0.750491297
版本更新,本账号最近获得的新英雄,本账号最近获得新英雄,"('最新英雄更新', 2)",0.92046607,8,0.2,0.704326246
版本更新,我说新英雄是谁,我说新英雄是谁,"('最新英雄更新', 2)",0.88262665,4,0.428571429,0.746410085
版本更新,一系统更新,一系统更新,"('版本更新', 2)",0.9233193,3,0.4,0.766323496
版本更新,版本更新查询,版本更新查询,"('版本更新', 2)",0.9541241,2,0.666666667,0.867886865
版本更新,我要嗯,我要嗯,"('我要更新', 2)",0.85224175,2,0.5,0.746569228
版本更新,马超的，最近英雄调整修复,马超，最近英雄调整修复,"('最新英雄更新', 2)",0.8959097,8,0.272727273,0.70895499
版本更新,今天更新的吗？,今天更新？,"('这次更新', 2)",0.8888849,3,0.4,0.742219431
版本更新,新版英雄改动,新版英雄改动,"('最新英雄更新', 2)",0.93576,4,0.333333333,0.755032015
版本更新,下次碎片兑换更新,下次碎片兑换更新,"('这次更新', 2)",0.84517103,5,0.375,0.704119724
版本更新,即将新上线的英雄是,即将新上线英雄是,"('最新英雄更新', 2)",0.9156671,6,0.25,0.715966982
版本更新,我这个就是最新版本吗,我这个最新版本,"('最新版本更新', 2)",0.932411,5,0.285714286,0.738401996
版本更新,嗯，明天更新吗,嗯，明天更新,"('这次更新', 2)",0.8772481,4,0.333333333,0.714073676
版本更新,没人更新了吗,没人更新,"('更新', 2)",0.8367138,2,0.5,0.735699654
版本更新,我这是最新版本吗,我这是最新版本,"('最新版本更新', 2)",0.93386936,5,0.285714286,0.739422839
版本更新,新英雄的技能,新英雄技能,"('最新英雄更新', 2)",0.87929136,3,0.5,0.765503949
版本更新,关注公告,关注公告,"('最新公告', 2)",0.94717765,2,0.5,0.813024354
版本更新,三十一赛季更新公告,三十一赛季更新公告,"('更新公告', 2)",0.9094669,5,0.444444444,0.769960179
版本更新,王者公告啊,王者公告,"('这次公告', 2)",0.874621,2,0.5,0.762234682
版本更新,11号更新内容。,11号更新内容,"('近期更新', 2)",0.90678304,5,0.285714286,0.720462417
版本更新,最近有新英雄要出没,最近有新英雄要出没,"('最新英雄更新', 2)",0.93208456,5,0.444444444,0.785792526
版本更新,S十二赛季更新公告,s十二赛季更新公告,"('更新公告', 2)",0.8899971,5,0.444444444,0.756331321
版本更新,在哪里预约下个版本的更新？,在哪里预约下个版本更新？,"('查一下版本更新', 2)",0.8500102,7,0.416666667,0.720007151
版本更新,近期更新角色,近期更新角色,"('近期更新', 2)",0.8998298,2,0.666666667,0.829880863
版本更新,英雄英雄碎片多久更新,英雄英雄碎片多久更新,"('英雄更新', 2)",0.8541209,6,0.4,0.717884637
版本更新,八月三十一公告,八月三十一公告,"('我要公告', 2)",0.89592254,5,0.285714286,0.712860065
版本更新,新英雄会上架嘛,新英雄会上架,"('英雄更新', 2)",0.8912519,4,0.333333333,0.723876345
版本更新,8.17版本更新,8.17版本更新,"('本次版本更新', 2)",0.92844135,4,0.5,0.799908942
版本更新,6月三十日公告,月三十日公告,"('我要公告', 2)",0.8933374,4,0.333333333,0.7253362
版本更新,王者最近的英雄改动,王者最近英雄改动,"('最新英雄更新', 2)",0.93019444,5,0.375,0.763636106
版本更新,更新资源好神秘,更新资源好神秘,"('更新', 2)",0.8920437,5,0.285714286,0.710144883
版本更新,最新英雄熟练度升级条件,最新英雄熟练度升级条件,"('最新英雄更新', 2)",0.8506275,7,0.363636364,0.704530146
版本更新,最近出了什么英雄吗,最近出什么英雄,"('最新英雄更新', 2)",0.94221425,6,0.142857143,0.702407118
版本更新,明日更新公告,明日更新公告,"('更新公告', 2)",0.93775904,2,0.666666667,0.856431329
版本更新,王者要更新英雄吗,王者要更新英雄,"('最新英雄更新', 2)",0.9490831,6,0.142857143,0.707215306
版本更新,现在多久更新,现在多久更新,"('查一下更新', 2)",0.8825723,4,0.333333333,0.717800605
版本更新,我的号确定更新了吗,我号确定更新,"('更新', 2)",0.90385973,4,0.333333333,0.732701814
版本更新,近期更新调整,近期更新调整,"('近期更新', 2)",0.9637332,2,0.666666667,0.874613237
版本更新,定榜更新世界,定榜更新世界,"('新更新', 2)",0.8653315,4,0.333333333,0.70573203
